,name,categories,review_count,rating,address,zipcode,city,coordinates,phone,transactions
3397,KC Pet Project - Zona Rosa,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",1,5.0,"['8721 N Stoddard Ave', 'Kansas City, MO 64153']",64153,Kansas City,"{'latitude': 39.252236817631875, 'longitude': -94.6647741}",(816) 587-0224,[]
3400,Unleashed Pet Rescue,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",91,2.5,"['5918 Broadmoor', 'Mission, KS 66202']",66202,Mission,"{'latitude': 39.021574, 'longitude': -94.6657866}",(913) 831-7387,[]
3401,Great Plains SPCA,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'nonprofit', 'title': 'Community Service/Non-Profit'}, {'alias': 'petadoption', 'title': 'Pet Adoption'}]",33,3.0,"['5424 Antioch Dr', 'Merriam, KS 66202']",66202,Merriam,"{'latitude': 39.0305227, 'longitude': -94.6881958}",(913) 831-7722,[]
3403,Purrfect Pets,"[{'alias': 'nonprofit', 'title': 'Community Service/Non-Profit'}, {'alias': 'petadoption', 'title': 'Pet Adoption'}]",15,2.0,"['11425 W 95th St', 'Overland Park, KS 66214']",66214,Overland Park,"{'latitude': 38.9550053, 'longitude': -94.7136738}",(913) 652-6677,[]
3406,Melissa's Menagerie's Second Chances,"[{'alias': 'petadoption', 'title': 'Pet Adoption'}, {'alias': 'nonprofit', 'title': 'Community Service/Non-Profit'}]",5,3.5,"['11015 W 75th St', 'Shawnee, KS 66214']",66214,Shawnee,"{'latitude': 38.99247, 'longitude': -94.71353}",(913) 364-1822,[]
3407,State Line Animal Hospital,"[{'alias': 'vet', 'title': 'Veterinarians'}]",11,5.0,"['2009 W 104th St', 'Leawood, KS 66206']",66206,Leawood,"{'latitude': 38.93845, 'longitude': -94.6106}",(913) 381-3272,[]
3410,Woof's Play and Stay,"[{'alias': 'pet_sitting', 'title': 'Pet Sitting'}, {'alias': 'groomer', 'title': 'Pet Groomers'}]",42,4.5,"['6465 E Frontage Rd', 'Mission, KS 66202']",66202,Mission,"{'latitude': 39.0116882324219, 'longitude': -94.692253112793}",(913) 403-9663,[]
3412,Kathy's Klippery,"[{'alias': 'groomer', 'title': 'Pet Groomers'}]",3,3.5,"['10220 Baker Rd', 'Platte City, MO 64079']",64079,Platte City,"{'latitude': 39.27866, 'longitude': -94.79944}",(816) 330-4111,[]
3414,Mission Pet Mart,"[{'alias': 'pet_sitting', 'title': 'Pet Sitting'}, {'alias': 'pet_training', 'title': 'Pet Training'}, {'alias': 'groomer', 'title': 'Pet Groomers'}]",37,2.5,"['6900 Martway St', 'Mission, KS 66202']",66202,Mission,"{'latitude': 39.02076, 'longitude': -94.66607}",(913) 236-7387,[]
3736,North Shore Animal League America - Adirondack Region Cat Adopti,"[{'alias': 'petadoption', 'title': 'Pet Adoption'}, {'alias': 'animalshelters', 'title': 'Animal Shelters'}]",3,5.0,"['115 Maple St', 'Glens Falls, NY 12801']",12801,Glens Falls,"{'latitude': 43.31116, 'longitude': -73.64187}",(518) 409-8105,[]
3743,Springfield Humane Soc,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'petstore', 'title': 'Pet Stores'}]",3,2.5,"['401 Skitchewaug Trl', 'Springfield, VT 05156']",05156,Springfield,"{'latitude': 43.2939074, 'longitude': -72.4492229}",(802) 885-3997,[]
3753,GFK9,"[{'alias': 'pet_sitting', 'title': 'Pet Sitting'}, {'alias': 'groomer', 'title': 'Pet Groomers'}, {'alias': 'pet_training', 'title': 'Pet Training'}]",7,2.5,"['121 Warren St', 'Glens Falls, NY 12801']",12801,Glens Falls,"{'latitude': 43.30982, 'longitude': -73.63784}",(518) 250-6959,[]
3896,Pope Memorial SPCA,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",4,4.0,"['94 Silk Farm Rd', 'Concord, NH 03301']",03301,Concord,"{'latitude': 43.17843, 'longitude': -71.57118}",(603) 856-8756,[]
3909,Canine Commitment of New England,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",2,2.5,"['Manchester, NH 03102']",03102,Manchester,"{'latitude': 43.0045738220215, 'longitude': -71.4874877929688}",(603) 361-4350,[]
3917,Homes For Happy Dogs,"[{'alias': 'petadoption', 'title': 'Pet Adoption'}, {'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'pet_sitting', 'title': 'Pet Sitting'}]",4,1.5,"['109 Dover St', 'Chichester, NH 03258']",03258,Chichester,"{'latitude': 43.2414009422064, 'longitude': -71.3988704234362}",(603) 961-0234,[]
3924,Family Pet & Aquarium of Nashua,"[{'alias': 'petstore', 'title': 'Pet Stores'}, {'alias': 'aquariumservices', 'title': 'Aquarium Services'}]",19,2.0,"['379 Amherst St', 'Nashua, NH 03063']",03063,Nashua,"{'latitude': 42.784668, 'longitude': -71.5078888}",(603) 880-5464,[]
3925,Pet World,"[{'alias': 'petstore', 'title': 'Pet Stores'}]",61,3.5,"['1262 Worcester St Rte 9', 'Natick, MA 01760']",01760,Natick,"{'latitude': 42.298817, 'longitude': -71.381049}",(508) 653-9221,[]
3927,Friends of Rosebud Dog Services,"[{'alias': 'dogwalkers', 'title': 'Dog Walkers'}, {'alias': 'pet_sitting', 'title': 'Pet Sitting'}]",9,5.0,"['Sudbury, MA 02118']",02118,Sudbury,"{'latitude': 42.35351259999999, 'longitude': -71.08070000000001}",(508) 733-0108,[]
3929,Top Dog Pet Sitting & Dog Walking,"[{'alias': 'pet_sitting', 'title': 'Pet Sitting'}, {'alias': 'dogwalkers', 'title': 'Dog Walkers'}]",15,4.5,"['7 Harvey Rd', 'Londonderry, NH 03053']",03053,Londonderry,"{'latitude': 42.8997584, 'longitude': -71.4150762}",(603) 553-4243,[]
3932,Cassetta Critter Care,"[{'alias': 'pet_training', 'title': 'Pet Training'}, {'alias': 'dogwalkers', 'title': 'Dog Walkers'}, {'alias': 'pet_sitting', 'title': 'Pet Sitting'}]",1,5.0,"['28 Trap Rd', 'Chichester, NH 03258']",03258,Chichester,"{'latitude': 43.24807, 'longitude': -71.44589}",(603) 798-5033,[]
4052,New Hampshire Spaying and Altering Service,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'petstore', 'title': 'Pet Stores'}]",1,1.0,"['8 Hutchins St', 'Concord, NH 03301']",03301,Concord,"{'latitude': 43.24459, 'longitude': -71.57222}",(603) 224-1361,[]
4084,Creatures Creatures Creatures,"[{'alias': 'petstore', 'title': 'Pet Stores'}]",9,2.0,"['1435 Victory Hwy', 'North Smithfield, RI 02896']",02896,North Smithfield,"{'latitude': 41.9945702, 'longitude': -71.5986179}",(401) 767-3618,[]
4131,PAWS New England,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",6,4.5,"['Haverhill, MA 01832']",01832,Haverhill,"{'latitude': 42.77407, 'longitude': -71.09182}",(617) 620-9144,[]
4132,Neponset Valley Humane Society,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'petstore', 'title': 'Pet Stores'}]",1,5.0,"['Norwood, MA 02062']",02062,Norwood,"{'latitude': 42.18722, 'longitude': -71.2029}",(781) 769-1990,[]
4141,Animal Rescue League of Boston,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'pet_training', 'title': 'Pet Training'}]",9,4.5,"['55 Annas Pl', 'Dedham, MA 02026']",02026,Dedham,"{'latitude': 42.26552385478447, 'longitude': -71.18520766441874}",(781) 326-0729,[]
4145,Great Dog Rescue New England,"[{'alias': 'petadoption', 'title': 'Pet Adoption'}]",39,3.0,"['9 Bartlet St', 'Ste 316', 'Andover, MA 01810']",01810,Andover,"{'latitude': 42.6565348, 'longitude': -71.1387122}",(978) 470-3383,[]
4148,Salem Animal Rescue League,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'nonprofit', 'title': 'Community Service/Non-Profit'}]",11,3.5,"['4 Sarl Dr', 'Salem, NH 03079']",03079,Salem,"{'latitude': 42.7522035, 'longitude': -71.2097071}",(603) 893-3210,[]
4149,Calling All Paws,"[{'alias': 'dogwalkers', 'title': 'Dog Walkers'}, {'alias': 'pet_sitting', 'title': 'Pet Sitting'}, {'alias': 'pethospice', 'title': 'Pet Hospice'}]",31,5.0,"['222 Blue Hill Ave', 'Milton, MA 02186']",02186,Milton,"{'latitude': 42.257692, 'longitude': -71.097886}",(617) 308-9110,[]
4150,Lots of Love Cat Rescue,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",3,3.5,"['Wilmington, MA 01887']",01887,Wilmington,"{'latitude': 42.548, 'longitude': -71.16723}",(781) 850-6684,[]
4152,Legacy Rescue,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'petadoption', 'title': 'Pet Adoption'}]",4,2.0,"['Arlington, MA 02474']",02474,Arlington,"{'latitude': 42.4204254150391, 'longitude': -71.1566619873047}",(781) 646-2222,[]
4156,Mary's Dogs Rescue & Adoption,"[{'alias': 'petadoption', 'title': 'Pet Adoption'}]",34,4.0,"['984 First Nh Turnpike', 'Northwood, NH 03261']",03261,Northwood,"{'latitude': 43.2204327, 'longitude': -71.2179767}",(603) 608-3374,[]
4159,Shultz's Guest House,"[{'alias': 'petadoption', 'title': 'Pet Adoption'}, {'alias': 'animalshelters', 'title': 'Animal Shelters'}]",9,2.5,"['Dedham, MA 02026']",02026,Dedham,"{'latitude': 42.2486, 'longitude': -71.15509}",(781) 690-5610,[]
4161,City of Boston Animal Control and Adoption Center,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",8,3.0,"['26 Mahler Rd', 'Roslindale, MA 02131']",02131,Roslindale,"{'latitude': 42.2942428588867, 'longitude': -71.1214065551758}",(617) 635-1800,[]
4167,MSPCA Angell,"[{'alias': 'vet', 'title': 'Veterinarians'}, {'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'petadoption', 'title': 'Pet Adoption'}]",585,3.5,"['350 S Huntington Ave', 'Boston, MA 02130']",02130,Boston,"{'latitude': 42.323087, 'longitude': -71.111216}",(617) 522-7400,[]
4168,Pick of the Litter,"[{'alias': 'petservices', 'title': 'Pet Services'}, {'alias': 'petstore', 'title': 'Pet Stores'}]",45,1.5,"['375 S Broadway', 'Salem, NH 03079']",03079,Salem,"{'latitude': 42.751279, 'longitude': -71.20525}",(603) 952-4520,[]
4169,Ellen M Gifford Cat Shelter,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'nonprofit', 'title': 'Community Service/Non-Profit'}]",47,4.5,"['30 Undine Rd', 'Brighton, MA 02135']",02135,Brighton,"{'latitude': 42.34165, 'longitude': -71.16762}",(617) 787-8872,[]
4177,Animal Rescue Merrimack Valley,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",1,5.0,"['Ste 01835', 'Bradford, MA 01835']",01835,Bradford,"{'latitude': 42.7706909179688, 'longitude': -71.0755081176758}",(978) 374-7233,[]
4180,One Tail at a Time,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",10,4.5,"['Haverhill, MA 01835']",01835,Haverhill,"{'latitude': 42.753547668457, 'longitude': -71.0868530273438}",,[]
4186,Animal Rescue League of Boston,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",95,4.0,"['10 Chandler St', 'Boston, MA 02116']",02116,Boston,"{'latitude': 42.3472206, 'longitude': -71.0700023}",(617) 426-9170,[]
4191,Animal Protection Center,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",11,4.5,"['1300 W Elm St', 'Brockton, MA 02301']",02301,Brockton,"{'latitude': 42.074834, 'longitude': -71.074386}",(508) 586-2053,[]
4199,Milton Animal League,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",6,4.0,"['181 Governor Stoughton Ln', 'Milton, MA 02186']",02186,Milton,"{'latitude': 42.2441252, 'longitude': -71.0890956}",(617) 698-0413,[]
4202,Melrose Humane Society,"[{'alias': 'petadoption', 'title': 'Pet Adoption'}]",22,2.5,"['Melrose, MA 02176']",02176,Melrose,"{'latitude': 42.45698, 'longitude': -71.06511}",(978) 774-8370,[]
4208,Black Cat Rescue,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'petadoption', 'title': 'Pet Adoption'}]",9,4.5,"['Somerville, MA 02145']",02145,Somerville,"{'latitude': 42.3919219970703, 'longitude': -71.089729309082}",,[]
4251,PetSmart,"[{'alias': 'groomer', 'title': 'Pet Groomers'}, {'alias': 'petstore', 'title': 'Pet Stores'}, {'alias': 'pet_training', 'title': 'Pet Training'}]",44,2.5,"['265 Chelmsford St', 'Chelmsford, MA 01824']",01824,Chelmsford,"{'latitude': 42.610048, 'longitude': -71.3336}",(978) 256-5056,[]
4253,Skipton Kennel,"[{'alias': 'groomer', 'title': 'Pet Groomers'}, {'alias': 'pet_sitting', 'title': 'Pet Sitting'}]",51,4.5,"['20 Linden St', 'Waltham, MA 02452']",02452,Waltham,"{'latitude': 42.37835, 'longitude': -71.2251}",(781) 899-2800,[]
4256,German Shepherd Rescue Of New England Inc,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'petservices', 'title': 'Pet Services'}]",3,2.5,"['Wayland, MA 01778']",01778,Wayland,"{'latitude': 42.3638713067662, 'longitude': -71.3616943359375}",(978) 443-2202,[]
4257,Feline Friends,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",4,3.0,"['Salem, NH 03079']",03079,Salem,"{'latitude': 42.78228, 'longitude': -71.2255}",(603) 893-2483,[]
4260,Discount Pet Supply,"[{'alias': 'petstore', 'title': 'Pet Stores'}]",10,2.0,"['419 S Broadway', 'Salem, NH 03079']",03079,Salem,"{'latitude': 42.748644, 'longitude': -71.202969}",(603) 893-7722,[]
4264,Tlc Pet Care,"[{'alias': 'dogwalkers', 'title': 'Dog Walkers'}, {'alias': 'pet_sitting', 'title': 'Pet Sitting'}]",3,5.0,"['Billerica, MA 01821']",01821,Billerica,"{'latitude': 42.55716, 'longitude': -71.26917}",(978) 663-2311,[]
4265,Petco,"[{'alias': 'groomer', 'title': 'Pet Groomers'}, {'alias': 'petstore', 'title': 'Pet Stores'}, {'alias': 'pet_training', 'title': 'Pet Training'}]",18,2.5,"['92 Cluff Crossing', 'Salem, NH 03079']",03079,Salem,"{'latitude': 42.7654, 'longitude': -71.2184}",(603) 890-6922,[]
4266,PetSmart,"[{'alias': 'petstore', 'title': 'Pet Stores'}, {'alias': 'groomer', 'title': 'Pet Groomers'}, {'alias': 'pet_training', 'title': 'Pet Training'}]",57,3.0,"['1 Worcester Rd', 'Framingham, MA 01701']",01701,Framingham,"{'latitude': 42.301166, 'longitude': -71.396305}",(508) 370-9612,[]
4268,Connell’s Dog Training,"[{'alias': 'pet_training', 'title': 'Pet Training'}, {'alias': 'dogwalkers', 'title': 'Dog Walkers'}]",1,4.0,"['Norwood, MA 02062']",02062,Norwood,"{'latitude': 42.18669891357422, 'longitude': -71.20301818847656}",(508) 219-1222,[]
4269,By Your Side Pet Behavior Consulting,"[{'alias': 'pet_training', 'title': 'Pet Training'}]",6,5.0,"['Dedham, MA 02026']",02026,Dedham,"{'latitude': 42.24507, 'longitude': -71.17761}",(617) 909-1083,[]
4301,Mansfield Animal Shelter,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",1,5.0,"['175 Fruit St', 'Mansfield, MA 02048']",02048,Mansfield,"{'latitude': 42.003542, 'longitude': -71.206207}",(508) 261-7339,[]
4332,Nevins Farm and Equine Centre,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",28,4.0,"['400 Broadway', 'Methuen, MA 01844']",01844,Methuen,"{'latitude': 42.73411, 'longitude': -71.19454}",(978) 687-7453,[]
4348,Tierschutzverein Pirna e.V.,"[{'alias': 'pet_sitting', 'title': 'Pet Sitting'}, {'alias': 'animalshelters', 'title': 'Animal Shelters'}]",1,5.0,"['Krietzschwitz 26', '01796 Pirna', 'Germany']",01796,Pirna,"{'latitude': 50.9288, 'longitude': 13.97159}",+49 3501 783292,[]
4349,Benno Kempa,"[{'alias': 'pet_sitting', 'title': 'Pet Sitting'}, {'alias': 'animalshelters', 'title': 'Animal Shelters'}]",1,1.0,"['Spitzhausstr. 18', '01139 Dresden', 'Germany']",01139,Dresden,"{'latitude': 51.086, 'longitude': 13.6734}",+49 351 8384891,[]
4368,Quincy Animal Shelter,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",14,5.0,"['56 Broad St', 'Quincy, MA 02169']",02169,Quincy,"{'latitude': 42.2559079, 'longitude': -70.9942243}",(617) 376-1349,[]
4381,New Hampshire SPCA,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'petstore', 'title': 'Pet Stores'}]",26,4.0,"['104 Portsmouth Ave', 'Stratham, NH 03885']",03885,Stratham,"{'latitude': 43.01668054869677, 'longitude': -70.9148542412703}",(603) 772-2921,[]
4389,Scituate Animal Shelter,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'petstore', 'title': 'Pet Stores'}]",11,4.5,"['780 Chief Justice Cushing Hwy', 'Scituate, MA 02066']",02066,Scituate,"{'latitude': 42.2070694, 'longitude': -70.780159}",(781) 544-4533,[]
4390,Friends of Marblehead's Abandoned Animals,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",6,3.0,"['44 Village St', 'Marblehead, MA 01945']",01945,Marblehead,"{'latitude': 42.500716, 'longitude': -70.863302}",(781) 631-8664,[]
4398,Kitty Connection,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",42,2.5,"['Medford, MA 02155']",02155,Medford,"{'latitude': 42.4230613708496, 'longitude': -71.1078262329102}",(781) 393-9995,[]
4402,Animal Umbrella,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",3,3.0,"['320 Charger St', 'Revere, MA 02151']",02151,Revere,"{'latitude': 42.42792, 'longitude': -71.00832}",(508) 877-1194,[]
4477,Ramona Schulz,"[{'alias': 'pet_sitting', 'title': 'Pet Sitting'}, {'alias': 'animalshelters', 'title': 'Animal Shelters'}]",1,5.0,"['Bautzener Str. 1', '02957 Krauschwitz', 'Germany']",02957,Krauschwitz,"{'latitude': 51.52961, 'longitude': 14.70334}",+49 35771 50941,[]
4478,Lesní koutek Ralsko,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'walkingtours', 'title': 'Walking Tours'}]",1,4.0,"['Hradčany 459', '471 24 Ralsko', 'Czech Republic']",471 24,Ralsko,"{'latitude': 50.61696, 'longitude': 14.70924}",,[]
4548,Northeast Animal Shelter,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",157,3.0,"['347 Highland Ave', 'Salem, MA 01970']",01970,Salem,"{'latitude': 42.49851, 'longitude': -70.92824}",(978) 745-9888,[]
4939,Mspca Angel,"[{'alias': 'petstore', 'title': 'Pet Stores'}, {'alias': 'pet_training', 'title': 'Pet Training'}, {'alias': 'emergencypethospital', 'title': 'Emergency Pet Hospital'}]",21,4.0,"['400 Broadway', 'Methuen, MA 01844']",01844,Methuen,"{'latitude': 42.73411, 'longitude': -71.19454}",(978) 687-7453,[]
4984,The Home of Paws,"[{'alias': 'pet_sitting', 'title': 'Pet Sitting'}, {'alias': 'pet_training', 'title': 'Pet Training'}, {'alias': 'petstore', 'title': 'Pet Stores'}]",4,3.0,"['54 Washington St', 'Plainville, MA 02762']",02762,Plainville,"{'latitude': 42.00687367, 'longitude': -71.32365083}",(508) 316-0866,[]
5060,Rhode Island SPCA,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",2,5.0,"['186 Amaral St', 'Riverside, RI 02915']",02915,Riverside,"{'latitude': 41.801814, 'longitude': -71.350667}",(401) 438-8150,[]
5089,Faxon Animal Rescue League,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'petstore', 'title': 'Pet Stores'}]",2,5.0,"['474 Durfee St', 'Fall River, MA 02720']",02720,Fall River,"{'latitude': 41.7091, 'longitude': -71.15636}",(508) 676-1061,[]
5091,Forever Paws Animal Shelter,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'petstore', 'title': 'Pet Stores'}]",6,5.0,"['300 Lynwood St', 'Fall River, MA 02721']",02721,Fall River,"{'latitude': 41.66778, 'longitude': -71.17072}",(508) 677-9154,[]
5095,Winslow Farm Animal Sanctuary,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",50,4.0,"['37 Eddy St', 'Norton, MA 02766']",02766,Norton,"{'latitude': 41.93627, 'longitude': -71.165041}",(508) 285-6451,[]
5101,Potter League For Animals,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'pet_training', 'title': 'Pet Training'}, {'alias': 'petadoption', 'title': 'Pet Adoption'}]",26,4.5,"['87 Oliphant Ln', 'Middletown, RI 02842']",02842,Middletown,"{'latitude': 41.5375004, 'longitude': -71.2877314}",(401) 846-8276,[]
5106,Bristol Animal Shelter,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",3,4.0,"['10 Minturn Farm Rd', 'Bristol, RI 02809']",02809,Bristol,"{'latitude': 41.6775062719786, 'longitude': -71.2573568485983}",(401) 253-4834,[]
5293,Stone Dog Inn,"[{'alias': 'groomer', 'title': 'Pet Groomers'}, {'alias': 'petboarding', 'title': 'Pet Boarding'}, {'alias': 'dogwalkers', 'title': 'Dog Walkers'}]",11,4.5,"['258 Plain St', 'Norton, MA 02766']",02766,Norton,"{'latitude': 41.9780763, 'longitude': -71.1330381}",(508) 455-7060,[]
5472,Furry Fellas Dog Walking & Pet Sitting Service,"[{'alias': 'dogwalkers', 'title': 'Dog Walkers'}, {'alias': 'pet_sitting', 'title': 'Pet Sitting'}]",20,4.5,"['1550 Nooseneck Hill Rd', 'Ste 1197', 'Coventry, RI 02816']",02816,Coventry,"{'latitude': 41.674546, 'longitude': -71.5928875}",(401) 374-2230,[]
5473,City Kitty Veterinary Care For Cats,"[{'alias': 'vet', 'title': 'Veterinarians'}]",87,4.5,"['400 Hope St', 'Providence, RI 02906']",02906,Providence,"{'latitude': 41.8372386, 'longitude': -71.4008709}",(401) 831-6369,[]
5474,Rumford Pet Epxress,"[{'alias': 'petstore', 'title': 'Pet Stores'}]",32,3.5,"['865 Warren Ave', 'East Providence, RI 02914']",02914,East Providence,"{'latitude': 41.808391, 'longitude': -71.34909}",(401) 434-8545,[]
5478,PetSmart,"[{'alias': 'pet_training', 'title': 'Pet Training'}, {'alias': 'groomer', 'title': 'Pet Groomers'}, {'alias': 'petstore', 'title': 'Pet Stores'}]",34,3.0,"['1386 Atwood Ave', 'Ste 40', 'Johnston, RI 02919']",02919,Johnston,"{'latitude': 41.815914, 'longitude': -71.498589}",(401) 942-1912,[]
5479,Ace Ventura's Dog Training,"[{'alias': 'pet_training', 'title': 'Pet Training'}]",3,5.0,"['Tiverton, RI 02878']",02878,Tiverton,"{'latitude': 41.6655197143555, 'longitude': -71.1848983764648}",(401) 225-5930,[]
6125,Animal Rescue Rhode Island,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",7,3.0,"['506B Curtis Corner Rd', 'Peace Dale, RI 02879']",02879,Peace Dale,"{'latitude': 41.4540423, 'longitude': -71.5227733}",(401) 783-7606,[]
6676,Helsingin Eläinsuojeluyhdistys,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'social_clubs', 'title': 'Social Clubs'}]",5,5.0,"['Yhdyskunnantie 11', '00680 Helsinki', 'Finland']",00680,Helsinki,"{'latitude': 60.2413597, 'longitude': 24.9600201}",+358 9 54200100,[]
6677,Pääkaupunkiseudun Eläinsuojeluyhdistys,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",1,5.0,"['Kotkankatu 9', '00510 Helsinki', 'Finland']",00510,Helsinki,"{'latitude': 60.1921883, 'longitude': 24.9438591}",+358 45 1359726,[]
6678,Löytöeläintalo Viikki,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",2,4.0,"['Koetilantie 13', '00790 Helsinki', 'Finland']",00790,Helsinki,"{'latitude': 60.2225685, 'longitude': 25.0191803}",+358 45 1134683,[]
6679,Hesy,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",3,3.5,"['Mäkelänkatu 34', '00550 Helsinki', 'Finland']",00550,Helsinki,"{'latitude': 60.194809, 'longitude': 24.9555607}",+358 9 54200100,[]
